occurrenceID,verbatimMeasurementType,measurementType,measurementValue,measurementUnit
TANGO_1-SCUBA_8-S2_O19-387,sizeAmbitus,Size ambitus of sea urchin in mm,40,mm
TANGO_1-SCUBA_8-S2_O19-387,height,Height of sea urchin in mm,21,mm
TANGO_1-SCUBA_8-S2_O19-387,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.58,per mille
TANGO_1-SCUBA_8-S2_O19-387,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.92,per mille
TANGO_1-SCUBA_8-S2_O19-387,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.04,per mille
TANGO_1-SCUBA_8-S2_O20-388,sizeAmbitus,Size ambitus of sea urchin in mm,39,mm
TANGO_1-SCUBA_8-S2_O20-388,height,Height of sea urchin in mm,22,mm
TANGO_1-SCUBA_8-S2_O20-388,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.77,per mille
TANGO_1-SCUBA_8-S2_O20-388,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.75,per mille
TANGO_1-SCUBA_8-S2_O20-388,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.42,per mille
TANGO_1-SCUBA_12-S3_O1-1283,sizeAmbitus,Size ambitus of sea urchin in mm,33,mm
TANGO_1-SCUBA_12-S3_O1-1283,height,Height of sea urchin in mm,20,mm
TANGO_1-SCUBA_12-S3_O1-1283,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-13.9,per mille
TANGO_1-SCUBA_12-S3_O1-1283,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",7.72,per mille
TANGO_1-SCUBA_12-S3_O1-1283,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.03,per mille
TANGO_1-SCUBA_12-S3_O2-1284,sizeAmbitus,Size ambitus of sea urchin in mm,36,mm
TANGO_1-SCUBA_12-S3_O2-1284,height,Height of sea urchin in mm,22,mm
TANGO_1-SCUBA_12-S3_O2-1284,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-15.3,per mille
TANGO_1-SCUBA_12-S3_O2-1284,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",7.83,per mille
TANGO_1-SCUBA_12-S3_O2-1284,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.67,per mille
TANGO_1-SCUBA_12-S3_O3-1285,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_1-SCUBA_12-S3_O3-1285,height,Height of sea urchin in mm,19,mm
TANGO_1-SCUBA_12-S3_O3-1285,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-17.6,per mille
TANGO_1-SCUBA_12-S3_O3-1285,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.57,per mille
TANGO_1-SCUBA_12-S3_O3-1285,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.35,per mille
TANGO_1-SCUBA_12-S3_O4-1286,sizeAmbitus,Size ambitus of sea urchin in mm,37,mm
TANGO_1-SCUBA_12-S3_O4-1286,height,Height of sea urchin in mm,25,mm
TANGO_1-SCUBA_12-S3_O4-1286,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-17.69,per mille
TANGO_1-SCUBA_12-S3_O4-1286,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.69,per mille
TANGO_1-SCUBA_12-S3_O4-1286,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.15,per mille
TANGO_1-SCUBA_12-S3_O5-1287,sizeAmbitus,Size ambitus of sea urchin in mm,38,mm
TANGO_1-SCUBA_12-S3_O5-1287,height,Height of sea urchin in mm,20,mm
TANGO_1-SCUBA_12-S3_O5-1287,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.25,per mille
TANGO_1-SCUBA_12-S3_O5-1287,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.82,per mille
TANGO_1-SCUBA_12-S3_O5-1287,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.12,per mille
TANGO_1-SCUBA_12-S3_O6-1288,sizeAmbitus,Size ambitus of sea urchin in mm,22,mm
TANGO_1-SCUBA_12-S3_O6-1288,height,Height of sea urchin in mm,14,mm
TANGO_1-SCUBA_12-S3_O6-1288,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-19.06,per mille
TANGO_1-SCUBA_12-S3_O6-1288,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.25,per mille
TANGO_1-SCUBA_12-S3_O6-1288,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.32,per mille
TANGO_1-SCUBA_12-S3_O7-1289,sizeAmbitus,Size ambitus of sea urchin in mm,36,mm
TANGO_1-SCUBA_12-S3_O7-1289,height,Height of sea urchin in mm,19,mm
TANGO_1-SCUBA_12-S3_O7-1289,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-17.75,per mille
TANGO_1-SCUBA_12-S3_O7-1289,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.84,per mille
TANGO_1-SCUBA_12-S3_O7-1289,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.5,per mille
TANGO_1-SCUBA_12-S3_O8-1290,sizeAmbitus,Size ambitus of sea urchin in mm,32,mm
TANGO_1-SCUBA_12-S3_O8-1290,height,Height of sea urchin in mm,20,mm
TANGO_1-SCUBA_12-S3_O8-1290,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-19.19,per mille
TANGO_1-SCUBA_12-S3_O8-1290,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.86,per mille
TANGO_1-SCUBA_12-S3_O8-1290,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.64,per mille
TANGO_1-SCUBA_12-S3_O9-1291,sizeAmbitus,Size ambitus of sea urchin in mm,24,mm
TANGO_1-SCUBA_12-S3_O9-1291,height,Height of sea urchin in mm,13,mm
TANGO_1-SCUBA_12-S3_O9-1291,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-20.22,per mille
TANGO_1-SCUBA_12-S3_O9-1291,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.52,per mille
TANGO_1-SCUBA_12-S3_O9-1291,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.66,per mille
TANGO_1-SCUBA_12-S3_O10-1292,sizeAmbitus,Size ambitus of sea urchin in mm,25,mm
TANGO_1-SCUBA_12-S3_O10-1292,height,Height of sea urchin in mm,16,mm
TANGO_1-SCUBA_12-S3_O10-1292,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-17.32,per mille
TANGO_1-SCUBA_12-S3_O10-1292,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.66,per mille
TANGO_1-SCUBA_12-S3_O10-1292,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.28,per mille
TANGO_1-SCUBA_12-S3_O11-1293,sizeAmbitus,Size ambitus of sea urchin in mm,26,mm
TANGO_1-SCUBA_12-S3_O11-1293,height,Height of sea urchin in mm,16,mm
TANGO_1-SCUBA_12-S3_O11-1293,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-17.54,per mille
TANGO_1-SCUBA_12-S3_O11-1293,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.99,per mille
TANGO_1-SCUBA_12-S3_O11-1293,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.51,per mille
TANGO_1-SCUBA_12-S3_O12-1294,sizeAmbitus,Size ambitus of sea urchin in mm,33,mm
TANGO_1-SCUBA_12-S3_O12-1294,height,Height of sea urchin in mm,18,mm
TANGO_1-SCUBA_12-S3_O12-1294,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-14.08,per mille
TANGO_1-SCUBA_12-S3_O12-1294,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.17,per mille
TANGO_1-SCUBA_12-S3_O12-1294,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.9,per mille
TANGO_1-SCUBA_12-S3_O13-1295,sizeAmbitus,Size ambitus of sea urchin in mm,29,mm
TANGO_1-SCUBA_12-S3_O13-1295,height,Height of sea urchin in mm,17,mm
TANGO_1-SCUBA_12-S3_O13-1295,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.7,per mille
TANGO_1-SCUBA_12-S3_O13-1295,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.21,per mille
TANGO_1-SCUBA_12-S3_O13-1295,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",17.4,per mille
TANGO_1-SCUBA_12-S3_O14-1296,sizeAmbitus,Size ambitus of sea urchin in mm,31,mm
TANGO_1-SCUBA_12-S3_O14-1296,height,Height of sea urchin in mm,17,mm
TANGO_1-SCUBA_12-S3_O14-1296,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.78,per mille
TANGO_1-SCUBA_12-S3_O14-1296,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.4,per mille
TANGO_1-SCUBA_12-S3_O14-1296,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",15.98,per mille
TANGO_1-SCUBA_12-S3_O15-1297,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_1-SCUBA_12-S3_O15-1297,height,Height of sea urchin in mm,20,mm
TANGO_1-SCUBA_12-S3_O15-1297,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.24,per mille
TANGO_1-SCUBA_12-S3_O15-1297,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.47,per mille
TANGO_1-SCUBA_12-S3_O15-1297,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.61,per mille
TANGO_1-SCUBA_12-S3_O16-1298,sizeAmbitus,Size ambitus of sea urchin in mm,20,mm
TANGO_1-SCUBA_12-S3_O16-1298,height,Height of sea urchin in mm,13,mm
TANGO_1-SCUBA_12-S3_O16-1298,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.02,per mille
TANGO_1-SCUBA_12-S3_O16-1298,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.42,per mille
TANGO_1-SCUBA_12-S3_O16-1298,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.68,per mille
TANGO_1-SCUBA_12-S3_O17-1299,sizeAmbitus,Size ambitus of sea urchin in mm,41,mm
TANGO_1-SCUBA_12-S3_O17-1299,height,Height of sea urchin in mm,23,mm
TANGO_1-SCUBA_12-S3_O17-1299,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-16.92,per mille
TANGO_1-SCUBA_12-S3_O17-1299,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",9.13,per mille
TANGO_1-SCUBA_12-S3_O17-1299,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.46,per mille
TANGO_1-SCUBA_12-S3_O18-1300,sizeAmbitus,Size ambitus of sea urchin in mm,31,mm
TANGO_1-SCUBA_12-S3_O18-1300,height,Height of sea urchin in mm,16,mm
TANGO_1-SCUBA_12-S3_O18-1300,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-18.19,per mille
TANGO_1-SCUBA_12-S3_O18-1300,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.66,per mille
TANGO_1-SCUBA_12-S3_O18-1300,d34S,"The δ34S measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Canyon Diablo Troilite.",16.94,per mille
TANGO_1-SCUBA_12-S3_O19-1301,sizeAmbitus,Size ambitus of sea urchin in mm,34,mm
TANGO_1-SCUBA_12-S3_O19-1301,height,Height of sea urchin in mm,20,mm
TANGO_1-SCUBA_12-S3_O19-1301,d13C,"The δ13C measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Vienna Pee Dee Belemnite.",-17.7,per mille
TANGO_1-SCUBA_12-S3_O19-1301,d15N,"The δ15N measured in the Aristotle’s lantern muscles of the specimen, expressed in per mille and relative to the international reference Atmospheric Air.",8.62,per mille
